completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,price_level
,800,Rawang,Apartment,3,2,2,850,Not Furnished,Selangor,4,,cheap
2018,1100,Cheras,Condominium,3,2,2,1080,Partially Furnished,Selangor,14,5,cheap
,1399,Damansara,Apartment,3,2,2,1010,Not Furnished,Selangor,5,,cheap
,1000,Puchong,Condominium,3,1,2,970,Partially Furnished,Selangor,8,2,cheap
2003,1250,Damansara,Condominium,3,1,2,950,Partially Furnished,Selangor,7,1,cheap
2010,1650,Jaya,Service Residence,2,1,2,625,Fully Furnished,Selangor,8,,Expensive
2014,1000,Caves,Service Residence,3,1,2,1012,Not Furnished,Selangor,10,3,cheap
,900,Kembangan,Apartment,3,1,2,850,Partially Furnished,Selangor,5,2,cheap
2016,1550,Cheras,Condominium,3,2,2,1260,Partially Furnished,Selangor,4,,cheap
,950,Semenyih,Service Residence,2,2,2,823,Partially Furnished,Selangor,7,1,cheap
2019,1250,Kajang,Condominium,3,2,2,1040,Fully Furnished,Selangor,10,3,cheap
2019,1000,Kajang,Apartment,3,2,2,1050,Not Furnished,Selangor,13,,cheap
,1400,Alam,Apartment,3,,2,1076,Partially Furnished,Selangor,,,cheap
2017,1899,389,Condominium,3,2,2,1160,Fully Furnished,Selangor,8,,Expensive
2011,1150,Caves,Condominium,3,1,2,970,Partially Furnished,Selangor,12,2,cheap
2018,2500,Jelutong,Service Residence,3,2,2,1228,Partially Furnished,Selangor,6,3,Expensive
,999,Kembangan,Condominium,3,1,2,940,Not Furnished,Selangor,6,,cheap
2018,1600,Klang,Service Residence,3,2,2,863,Fully Furnished,Selangor,11,5,cheap
2018,1800,Alam,Apartment,2,1,1,800,Fully Furnished,Selangor,14,,Expensive
,850,Puchong,Apartment,3,1,2,712,Not Furnished,Selangor,8,1,cheap
,850,Puchong,Apartment,3,1,2,712,Not Furnished,Selangor,7,1,cheap
,1400,Cyberjaya,Service Residence,3,1,2,1050,Fully Furnished,Selangor,8,3,cheap
,1300,Cyberjaya,Service Residence,3,1,2,975,Fully Furnished,Selangor,8,3,cheap
,1200,Kajang,Service Residence,3,,2,1120,Not Furnished,Selangor,9,,cheap
,2300,Klang,Condominium,3,2,2,1295,Fully Furnished,Selangor,14,,Expensive
,1550,Alam,Service Residence,3,,2,1080,Partially Furnished,Selangor,6,1,cheap
,700,Damai,Apartment,3,2,2,700,Not Furnished,Selangor,9,2,cheap
2014,1700,Alam,Service Residence,2,1,2,715,Fully Furnished,Selangor,6,2,Expensive
,800,Ampang,Apartment,3,,2,700,Partially Furnished,Selangor,,,cheap
,1950,Alam,Apartment,3,2,2,1100,Partially Furnished,Selangor,6,,Expensive
,1199,Kembangan,Condominium,1,1,1,531,Fully Furnished,Selangor,9,3,Expensive
2008,1500,Damansara,Condominium,3,1,2,1001,Not Furnished,Selangor,11,2,cheap
2022,1400,Sepang,Service Residence,3,2,2,895,Partially Furnished,Selangor,7,3,cheap
,1300,Langat,Service Residence,3,2,2,1004,Fully Furnished,Selangor,9,2,cheap
,1600,Alam,Apartment,3,,2,920,Fully Furnished,Selangor,,,cheap
2009,800,Cyberjaya,Service Residence,2,1,1,500,Fully Furnished,Selangor,7,3,cheap
2018,1800,Alam,Apartment,2,1,1,800,Fully Furnished,Selangor,10,4,Expensive
,1400,Cyberjaya,Service Residence,3,1,2,975,Fully Furnished,Selangor,8,4,cheap
,600,Cyberjaya,Service Residence,1,,1,150,Fully Furnished,Selangor,8,4,Expensive
,1350,Cyberjaya,Service Residence,3,,2,975,Fully Furnished,Selangor,8,3,cheap
,1300,Cyberjaya,Service Residence,3,1,2,975,Fully Furnished,Selangor,8,2,cheap
,1300,Cyberjaya,Service Residence,3,1,2,975,Fully Furnished,Selangor,8,3,cheap
2011,1200,Caves,Condominium,3,1,2,950,Not Furnished,Selangor,11,1,cheap
,950,Damai,Apartment,3,1,2,750,Partially Furnished,Selangor,4,3,cheap
,1450,Damansara,Condominium,1,1,1,650,Partially Furnished,Selangor,10,3,Expensive
2014,1400,Puchong,Condominium,3,1,2,1006,Partially Furnished,Selangor,12,2,cheap
,1200,Puchong,Condominium,3,2,3,1098,Partially Furnished,Selangor,11,2,cheap
2012,1000,Puchong,Condominium,3,1,2,971,Not Furnished,Selangor,7,,cheap
2020,850,Ampang,Service Residence,1,1,1,200,Fully Furnished,Selangor,12,4,Expensive
2008,1600,Selayang,Condominium,3,2,2,1102,Fully Furnished,Selangor,7,2,cheap
,650,Buloh,Apartment,3,1,2,650,Partially Furnished,Selangor,3,2,cheap
2016,2000,Jaya,Service Residence,2,1,1,627,Fully Furnished,Selangor,10,4,Expensive
,1000,Bangi,Apartment,3,1,2,895,Partially Furnished,Selangor,5,3,cheap
2016,1250,Kembangan,Service Residence,3,2,2,1000,Partially Furnished,Selangor,4,3,cheap
2019,2200,Jaya,Condominium,1,1,1,613,Fully Furnished,Selangor,,,Expensive
,500,Alam,Apartment,3,1,2,760,Not Furnished,Selangor,3,,cheap
,700,Alam,Apartment,3,1,2,680,Partially Furnished,Selangor,2,,cheap
2015,1190,Kajang,Condominium,3,2,2,1288,Partially Furnished,Selangor,10,2,cheap
2020,899,Alam,Apartment,3,2,2,900,Not Furnished,Selangor,6,2,cheap
2019,1300,Damai,Service Residence,3,2,2,674,Partially Furnished,Selangor,10,2,cheap
,850,Ampang,Apartment,3,,2,857,Not Furnished,Selangor,1,,cheap
2018,1900,Alam,Condominium,3,2,2,915,Fully Furnished,Selangor,13,3,Expensive
,1000,Alam,Apartment,3,2,2,830,Partially Furnished,Selangor,10,,cheap
2021,1500,Caves,Service Residence,3,2,3,1200,Partially Furnished,Selangor,8,2,cheap
2019,800,Semenyih,Apartment,3,2,2,900,Not Furnished,Selangor,12,,cheap
,1900,Jaya,Condominium,3,1,2,1330,Fully Furnished,Selangor,11,,Expensive
,1300,Kajang,Apartment,3,2,2,1150,Partially Furnished,Selangor,8,2,cheap
,1200,Cyberjaya,Service Residence,3,1,2,975,Fully Furnished,Selangor,8,3,cheap
,1700,Jaya,Apartment,3,,2,850,Partially Furnished,Selangor,,,cheap
,800,Damai,Apartment,3,1,2,750,Partially Furnished,Selangor,4,,cheap
2005,1200,Kembangan,Condominium,3,2,2,1207,Partially Furnished,Selangor,10,5,cheap
2007,1500,Puchong,Apartment,3,1,2,1000,Fully Furnished,Selangor,7,4,cheap
,750,Damai,Apartment,3,1,2,750,Not Furnished,Selangor,5,,cheap
,2000,Damansara,Service Residence,3,1,3,1323,Partially Furnished,Selangor,13,3,Expensive
2014,1400,Alam,Service Residence,1,1,1,700,Partially Furnished,Selangor,9,2,Expensive
2016,2000,Jaya,Service Residence,2,1,1,627,Fully Furnished,Selangor,11,3,Expensive
2017,1500,Jaya,Condominium,1,1,1,599,Fully Furnished,Selangor,8,4,Expensive
,1300,Cyberjaya,Apartment,3,,2,1000,Partially Furnished,Selangor,3,1,cheap
2017,1700,City,Service Residence,2,1,2,907,Fully Furnished,Selangor,12,5,Expensive
2022,2200,Jaya,Service Residence,2,2,2,818,Partially Furnished,Selangor,9,5,Expensive
,850,Kembangan,Apartment,3,1,2,850,Partially Furnished,Selangor,6,2,cheap
,950,Damai,Apartment,3,1,2,800,Not Furnished,Selangor,4,,cheap
,750,Damansara,Apartment,3,1,2,650,Partially Furnished,Selangor,5,2,cheap
,1400,Rawang,Apartment,2,2,1,640,Partially Furnished,Selangor,6,2,Expensive
2017,1700,Kajang,Service Residence,2,2,2,857,Fully Furnished,Selangor,14,,Expensive
2010,2100,Ampang,Condominium,3,1,2,1290,Fully Furnished,Selangor,7,2,Expensive
2013,1200,Perdana,Service Residence,1,1,1,363,Fully Furnished,Selangor,3,4,Expensive
,1000,Kajang,Apartment,3,2,2,900,Not Furnished,Selangor,4,2,cheap
2013,1050,Perdana,Service Residence,1,1,1,450,Fully Furnished,Selangor,3,4,Expensive
,800,Kembangan,Condominium,1,1,1,531,Partially Furnished,Selangor,8,5,Expensive
,850,Kembangan,Apartment,3,1,2,830,Not Furnished,Selangor,7,3,cheap
2016,1600,Cheras,Service Residence,3,2,2,1276,Partially Furnished,Selangor,,,cheap
,950,Alam,Apartment,3,2,2,813,Not Furnished,Selangor,6,,cheap
,650,Semenyih,Apartment,3,1,2,700,Not Furnished,Selangor,,1,cheap
,1000,City,Service Residence,2,,2,850,Partially Furnished,Selangor,6,3,cheap
,1100,Kembangan,Service Residence,2,2,2,881,Partially Furnished,Selangor,8,4,cheap
,1000,Kembangan,Service Residence,1,1,1,500,Fully Furnished,Selangor,8,5,Expensive
,550,Klang,Apartment,3,,2,600,Partially Furnished,Selangor,,,cheap
,1100,Kembangan,Service Residence,1,1,1,454,Fully Furnished,Selangor,8,5,Expensive
,1200,Kajang,Apartment,3,2,2,1000,Partially Furnished,Selangor,14,5,cheap
,1500,Kembangan,Condominium,2,2,2,752,Fully Furnished,Selangor,6,5,Expensive
,900,Kembangan,Condominium,1,2,1,657,Not Furnished,Selangor,7,3,Expensive
,1550,Kembangan,Service Residence,2,,2,900,Fully Furnished,Selangor,8,5,Expensive
,800,Ampang,Apartment,3,,2,800,Not Furnished,Selangor,3,3,cheap
2015,1300,Cyberjaya,Service Residence,1,2,1,680,Fully Furnished,Selangor,7,3,Expensive
,1550,Ampang,Apartment,3,1,2,728,Partially Furnished,Selangor,8,3,cheap
,1500,Sepang,Condominium,1,1,1,495,Fully Furnished,Selangor,9,3,Expensive
2018,2200,Putra,Service Residence,3,1,2,1048,Not Furnished,Selangor,6,,Expensive
,999,Jaya,Apartment,3,1,2,811,Partially Furnished,Selangor,5,2,cheap
2008,1500,Selayang,Condominium,3,1,2,1102,Partially Furnished,Selangor,7,2,cheap
,1100,Kajang,Apartment,3,1,2,1028,Partially Furnished,Selangor,7,,cheap
2018,1000,Cheras,Apartment,3,1,2,852,Partially Furnished,Selangor,,,cheap
,1000,Kembangan,Condominium,3,1,2,915,Partially Furnished,Selangor,6,,cheap
,850,Cheras,Apartment,3,1,2,867,Not Furnished,Selangor,4,2,cheap
2017,1700,Kajang,Service Residence,2,2,2,853,Fully Furnished,Selangor,11,4,Expensive
,1300,Cheras,Apartment,3,,2,805,Partially Furnished,Selangor,4,3,cheap
,850,Cheras,Apartment,3,,2,680,Not Furnished,Selangor,2,1,cheap
,700,Kembangan,Apartment,3,,2,650,Not Furnished,Selangor,2,1,cheap
,900,Kembangan,Service Residence,1,1,1,531,Partially Furnished,Selangor,8,2,Expensive
,1250,Kembangan,Service Residence,2,2,2,1021,Not Furnished,Selangor,8,,Expensive
,1600,Sunway,Apartment,3,1,2,1200,Partially Furnished,Selangor,5,1,cheap
,1250,Puchong,Apartment,3,1,2,850,Partially Furnished,Selangor,4,4,cheap
2014,1150,Alam,Service Residence,1,1,1,550,Fully Furnished,Selangor,6,2,Expensive
,1300,Kemuning,Apartment,3,2,2,1000,Not Furnished,Selangor,,,cheap
2015,950,Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,Selangor,10,4,Expensive
2021,1500,Kajang,Condominium,3,2,2,1000,Not Furnished,Selangor,8,1,cheap
,750,Damai,Apartment,2,,1,800,Partially Furnished,Selangor,,,cheap
2006,1300,Kajang,Condominium,3,1,2,1366,Fully Furnished,Selangor,9,,cheap
2015,950,Puchong,Service Residence,3,1,2,883,Not Furnished,Selangor,3,1,cheap
,1100,Cheras,Condominium,3,,2,1538,Fully Furnished,Selangor,7,,cheap
,1300,Bangi,Apartment,3,1,2,900,Not Furnished,Selangor,4,1,cheap
2018,1800,Alam,Service Residence,2,2,2,883,Partially Furnished,Selangor,12,3,Expensive
,700,Alam,Apartment,3,,2,680,Not Furnished,Selangor,4,1,cheap
,2500,Cyberjaya,Condominium,3,2,2,1390,Fully Furnished,Selangor,6,3,Expensive
,750,Damai,Apartment,2,,1,800,Partially Furnished,Selangor,,,cheap
2020,1688,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,4,cheap
,1188,Sepang,Condominium,1,,1,450,Fully Furnished,Selangor,5,4,Expensive
2013,950,Cyberjaya,Condominium,1,1,1,560,Fully Furnished,Selangor,7,,Expensive
,1000,Selayang,Apartment,3,1,2,900,Partially Furnished,Selangor,,,cheap
,2000,Alam,Service Residence,2,,1,650,Fully Furnished,Selangor,8,3,Expensive
,950,Klang,Apartment,3,,2,850,Partially Furnished,Selangor,4,2,cheap
,1300,Alam,Apartment,3,,2,863,Not Furnished,Selangor,,,cheap
,1100,Kembangan,Condominium,3,1,2,900,Partially Furnished,Selangor,5,,cheap
,900,Kembangan,Condominium,3,1,2,901,Partially Furnished,Selangor,10,4,cheap
,1700,Klang,Condominium,2,1,2,1157,Fully Furnished,Selangor,5,,Expensive
,1300,Kajang,Condominium,3,2,3,1082,Partially Furnished,Selangor,11,4,cheap
,1200,Alam,Apartment,3,2,2,820,Not Furnished,Selangor,4,1,cheap
2014,1200,Alam,Service Residence,1,1,1,598,Partially Furnished,Selangor,9,3,Expensive
,1000,Selayang,Apartment,3,1,2,900,Partially Furnished,Selangor,,,cheap
2004,650,Puchong,Apartment,3,1,2,680,Not Furnished,Selangor,5,1,cheap
,900,Alam,Apartment,1,1,2,450,Partially Furnished,Selangor,6,1,Expensive
,1200,Cheras,Service Residence,2,,2,704,Not Furnished,Selangor,10,1,Expensive
,1800,Cheras,Service Residence,2,,2,704,Fully Furnished,Selangor,10,1,Expensive
2015,1500,Alam,Condominium,3,2,2,864,Not Furnished,Selangor,,,cheap
2013,1600,Alam,Condominium,2,1,1,622,Fully Furnished,Selangor,9,,Expensive
2018,2100,Alam,Condominium,2,2,2,883,Fully Furnished,Selangor,,,Expensive
,1199,Bangi,Service Residence,3,,2,1071,Not Furnished,Selangor,14,2,cheap
,699,Kembangan,Apartment,3,,2,700,Not Furnished,Selangor,,,cheap
2010,1000,Alam,Apartment,3,2,2,736,Not Furnished,Selangor,5,1,cheap
2021,1600,Cyberjaya,Condominium,3,1,2,1010,Partially Furnished,Selangor,5,1,cheap
2021,3000,360,Condominium,3,2,3,957,Fully Furnished,Selangor,6,4,Expensive
2021,1600,Cyberjaya,Condominium,3,2,2,1050,Fully Furnished,Selangor,6,4,cheap
2019,1050,Kajang,Apartment,3,2,3,1044,Partially Furnished,Selangor,8,4,cheap
2021,1400,Kembangan,Service Residence,2,2,2,850,Partially Furnished,Selangor,8,1,Expensive
,600,Jaya,Apartment,3,,2,800,Not Furnished,Selangor,,,cheap
,800,Damai,Apartment,3,1,2,675,Not Furnished,Selangor,3,2,cheap
2019,800,Semenyih,Apartment,3,2,2,860,Not Furnished,Selangor,9,,cheap
2009,1000,Cyberjaya,Service Residence,3,1,2,800,Not Furnished,Selangor,7,,cheap
,1200,Semenyih,Apartment,3,,2,850,Fully Furnished,Selangor,9,3,cheap
,1100,Bangi,Service Residence,3,1,2,950,Not Furnished,Selangor,7,3,cheap
,1400,Jaya,Service Residence,3,1,2,861,Partially Furnished,Selangor,5,,cheap
,2000,Jaya,Condominium,3,1,2,1000,Partially Furnished,Selangor,8,4,Expensive
2014,1250,Alam,Service Residence,1,1,1,600,Not Furnished,Selangor,6,,Expensive
,1300,Klang,Condominium,3,2,2,863,Partially Furnished,Selangor,1,1,cheap
,900,Cheras,Apartment,3,1,1,700,Not Furnished,Selangor,2,,cheap
,850,Rawang,Apartment,3,1,2,850,Not Furnished,Selangor,,,cheap
2018,1000,Alam,Service Residence,3,1,2,920,Fully Furnished,Selangor,8,3,cheap
2010,1100,Cheras,Apartment,3,1,2,850,Partially Furnished,Selangor,8,2,cheap
,700,Damansara,Apartment,3,,1,650,Not Furnished,Selangor,,,cheap
,850,Caves,Apartment,3,1,2,650,Partially Furnished,Selangor,2,3,cheap
,1000,Bangi,Apartment,3,,2,895,Partially Furnished,Selangor,5,1,cheap
2013,1100,Kajang,Condominium,3,2,2,1034,Not Furnished,Selangor,7,2,cheap
,950,Klang,Apartment,2,2,2,875,Partially Furnished,Selangor,,3,cheap
2004,1100,Puchong,Apartment,3,1,2,860,Partially Furnished,Selangor,7,3,cheap
,1100,Bangi,Service Residence,3,1,2,950,Not Furnished,Selangor,7,1,cheap
2010,1700,Jaya,Condominium,2,1,2,600,Fully Furnished,Selangor,6,,Expensive
2004,1000,Kembangan,Condominium,3,1,2,820,Fully Furnished,Selangor,6,,cheap
2013,1400,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,Selangor,7,,cheap
,2200,Cheras,Service Residence,3,2,2,875,Fully Furnished,Selangor,,,Expensive
2021,1200,Rawang,Apartment,3,1,2,898,Fully Furnished,Selangor,,,cheap
,1400,Bangi,Apartment,3,,3,1150,Partially Furnished,Selangor,,3,cheap
,790,Caves,Apartment,2,,3,720,Partially Furnished,Selangor,2,,cheap
2018,850,Kembangan,Service Residence,1,1,1,500,Partially Furnished,Selangor,10,3,Expensive
2008,1700,Selayang,Condominium,3,1,2,1200,Fully Furnished,Selangor,7,3,cheap
,2500,Kembangan,Service Residence,3,2,2,907,Fully Furnished,Selangor,7,,Expensive
2015,980,Cheras,Apartment,3,2,2,1100,Partially Furnished,Selangor,6,,cheap
2007,1500,Puchong,Apartment,3,1,2,1068,Fully Furnished,Selangor,8,3,cheap
,1200,Sepang,Condominium,3,2,2,850,Fully Furnished,Selangor,9,3,cheap
,1300,Cheras,Condominium,3,2,2,1000,Partially Furnished,Selangor,,,cheap
,850,Kembangan,Apartment,3,,2,650,Partially Furnished,Selangor,,1,cheap
,850,Caves,Condominium,2,,2,890,Partially Furnished,Selangor,,,cheap
2010,2800,Klang,Condominium,3,2,2,850,Partially Furnished,Selangor,7,,Expensive
2021,1700,Sunway,Service Residence,2,1,1,581,Not Furnished,Selangor,6,,Expensive
2018,1600,Kembangan,Service Residence,3,2,2,1000,Partially Furnished,Selangor,10,3,cheap
2016,2000,Kembangan,Service Residence,3,2,2,1000,Fully Furnished,Selangor,4,,Expensive
,900,Puchong,Condominium,3,1,2,1000,Partially Furnished,Selangor,10,,cheap
2010,950,Alam,Apartment,3,1,2,732,Not Furnished,Selangor,3,,cheap
2008,1200,Kembangan,Condominium,3,1,2,1236,Partially Furnished,Selangor,8,2,cheap
2016,1500,Damai,Condominium,3,2,2,1200,Partially Furnished,Selangor,,,cheap
2016,1350,Damai,Condominium,1,1,1,592,Fully Furnished,Selangor,,,Expensive
,600,Bangi,Condominium,2,1,1,600,Not Furnished,Selangor,10,2,cheap
,1700,Puchong,Condominium,3,1,2,1072,Partially Furnished,Selangor,13,3,cheap
2014,1600,Puchong,Condominium,3,1,2,1006,Fully Furnished,Selangor,12,3,cheap
2020,1100,Sepang,Condominium,3,2,2,818,Partially Furnished,Selangor,6,4,cheap
2022,600,Kajang,Condominium,2,1,1,600,Not Furnished,Selangor,10,2,cheap
,800,Kapar,Apartment,3,1,2,700,Partially Furnished,Selangor,2,1,cheap
2016,1300,Puchong,Apartment,3,1,2,850,Fully Furnished,Selangor,8,4,cheap
2016,1350,Damai,Condominium,1,1,1,592,Fully Furnished,Selangor,,,Expensive
,1600,Puchong,Condominium,3,1,3,1405,Partially Furnished,Selangor,13,5,cheap
,1250,Alam,Condominium,3,1,2,1000,Partially Furnished,Selangor,7,1,cheap
,1000,Klang,Apartment,3,1,2,850,Partially Furnished,Selangor,5,1,cheap
,1000,Balakong,Condominium,3,2,2,850,Not Furnished,Selangor,11,3,cheap
2007,1300,Klang,Condominium,3,1,2,1070,Not Furnished,Selangor,9,,cheap
,1550,Alam,Service Residence,3,2,2,1089,Partially Furnished,Selangor,3,,cheap
,1000,Kembangan,Condominium,3,2,2,850,Not Furnished,Selangor,11,3,cheap
2020,2500,Perdana,Condominium,3,2,2,1025,Partially Furnished,Selangor,5,1,Expensive
,1350,Ampang,Condominium,1,1,1,450,Fully Furnished,Selangor,7,2,Expensive
,900,Long,Condominium,3,1,2,1230,Fully Furnished,Selangor,10,4,cheap
2014,1700,USJ,Service Residence,2,1,1,615,Fully Furnished,Selangor,8,4,Expensive
,2200,Jaya,Service Residence,3,2,2,921,Fully Furnished,Selangor,8,,Expensive
,1050,Kembangan,Service Residence,1,1,1,500,Partially Furnished,Selangor,10,4,Expensive
,1000,Cyberjaya,Condominium,1,1,1,510,Fully Furnished,Selangor,14,5,Expensive
2014,1400,Alam,Service Residence,2,1,1,700,Not Furnished,Selangor,6,,Expensive
2020,1300,Sepang,Condominium,3,2,2,818,Partially Furnished,Selangor,6,4,cheap
2020,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,4,cheap
,1100,Cheras,Apartment,3,2,2,1066,Partially Furnished,Selangor,14,5,cheap
,450,Rawang,Apartment,2,,1,600,Not Furnished,Selangor,1,,cheap
2017,1550,Cyberjaya,Condominium,2,2,2,775,Fully Furnished,Selangor,5,1,Expensive
2019,1300,Kajang,Service Residence,2,1,1,504,Fully Furnished,Selangor,11,,Expensive
2013,1200,Ampang,Condominium,3,1,2,850,Partially Furnished,Selangor,7,,cheap
,1300,Cyberjaya,Service Residence,3,1,2,913,Fully Furnished,Selangor,8,2,cheap
,1200,Cyberjaya,Service Residence,3,1,2,913,Fully Furnished,Selangor,8,1,cheap
,1100,Cyberjaya,Service Residence,3,1,2,913,Partially Furnished,Selangor,8,1,cheap
,1600,Alam,Apartment,3,,2,920,Fully Furnished,Selangor,,,cheap
2019,800,Semenyih,Apartment,3,2,2,950,Not Furnished,Selangor,7,1,cheap
,1050,Sepang,Apartment,3,1,2,1008,Partially Furnished,Selangor,2,2,cheap
2010,1300,Caves,Condominium,3,1,2,991,Partially Furnished,Selangor,8,,cheap
2013,1700,Alam,Condominium,2,1,1,527,Fully Furnished,Selangor,9,,Expensive
2014,1250,Puchong,Condominium,2,1,2,795,Partially Furnished,Selangor,7,2,Expensive
2014,1400,Jaya,Condominium,1,1,1,480,Partially Furnished,Selangor,6,,Expensive
2015,1500,Alam,Apartment,2,1,2,1000,Partially Furnished,Selangor,3,2,Expensive
2015,850,Kajang,Condominium,3,1,2,1008,Not Furnished,Selangor,4,,cheap
2015,900,Cyberjaya,Condominium,1,1,1,450,Partially Furnished,Selangor,9,2,Expensive
2017,1000,Cyberjaya,Condominium,1,1,1,450,Fully Furnished,Selangor,6,2,Expensive
,1200,Sepang,Apartment,3,,2,850,Partially Furnished,Selangor,9,,cheap
,1400,Puchong,Condominium,3,2,2,1098,Partially Furnished,Selangor,,,cheap
2004,850,Kembangan,Apartment,1,1,1,463,Fully Furnished,Selangor,7,3,Expensive
2014,1500,Alam,Service Residence,1,1,1,650,Not Furnished,Selangor,6,,Expensive
2014,1400,Cyberjaya,Service Residence,3,1,1,580,Fully Furnished,Selangor,7,3,cheap
,1000,Semenyih,Apartment,3,1,2,810,Partially Furnished,Selangor,7,1,cheap
2009,3400,Jaya,Condominium,3,2,3,1610,Fully Furnished,Selangor,11,3,Expensive
,2500,Damansara,Service Residence,3,2,2,1260,Fully Furnished,Selangor,6,4,Expensive
2014,1700,Alam,Service Residence,2,1,2,715,Fully Furnished,Selangor,6,3,Expensive
2005,1400,Damansara,Condominium,3,2,2,1000,Fully Furnished,Selangor,7,3,cheap
,1000,Kembangan,Condominium,3,1,2,915,Partially Furnished,Selangor,6,,cheap
2015,1600,Alam,Apartment,3,2,2,939,Partially Furnished,Selangor,6,1,cheap
2015,1600,Puchong,Condominium,3,2,3,1565,Partially Furnished,Selangor,10,3,cheap
,1500,Bangi,Service Residence,3,2,2,956,Fully Furnished,Selangor,8,3,cheap
,1500,Alam,Service Residence,3,2,2,896,Partially Furnished,Selangor,12,2,cheap
,750,Jaya,Apartment,3,,2,750,Not Furnished,Selangor,3,1,cheap
,1050,Puchong,Condominium,3,,2,1000,Partially Furnished,Selangor,7,3,cheap
,1100,Kajang,Apartment,3,,2,1000,Not Furnished,Selangor,,,cheap
,1200,Ampang,Condominium,1,1,1,500,Fully Furnished,Selangor,,2,Expensive
2019,870,Semenyih,Apartment,3,2,2,900,Not Furnished,Selangor,6,2,cheap
,1100,Cheras,Apartment,3,1,2,820,Partially Furnished,Selangor,2,3,cheap
2017,1700,Sepang,Condominium,3,1,2,1070,Fully Furnished,Selangor,10,4,cheap
2022,1250,Sepang,Service Residence,2,2,1,646,Partially Furnished,Selangor,7,2,Expensive
2020,1200,Kajang,Condominium,3,2,2,1011,Partially Furnished,Selangor,,,cheap
,1300,Cyberjaya,Condominium,1,,1,560,Fully Furnished,Selangor,,,Expensive
2016,850,Kajang,Apartment,3,2,2,1045,Partially Furnished,Selangor,4,2,cheap
2020,1600,Alam,Apartment,3,1,2,1000,Not Furnished,Selangor,6,,cheap
,1400,Puchong,Condominium,3,2,2,988,Partially Furnished,Selangor,,,cheap
2015,1400,Kembangan,Condominium,1,1,1,450,Fully Furnished,Selangor,12,4,Expensive
2019,1680,Kajang,Service Residence,3,2,2,1163,Fully Furnished,Selangor,14,5,cheap
2019,1250,Kajang,Apartment,3,2,2,1023,Fully Furnished,Selangor,13,5,cheap
2010,1100,Selayang,Condominium,3,1,2,1259,Not Furnished,Selangor,10,,cheap
2013,1400,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,Selangor,7,,cheap
2021,1450,Cyberjaya,Condominium,3,2,2,1450,Fully Furnished,Selangor,6,4,cheap
2019,1050,Kajang,Apartment,3,2,2,1000,Fully Furnished,Selangor,10,2,cheap
