completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,nearby_ktm_lrt
,850,Semenyih,Apartment,3,,2,860,Not Furnished,Selangor,8,,
2022,1650,Kemuning,Service Residence,2,2,1,657,Partially Furnished,Selangor,6,3,no
2022,1500,Sepang,Service Residence,3,2,2,807,Partially Furnished,Selangor,7,,
,2500,Alam,Others,4,,3,2156,Partially Furnished,Selangor,1,1,no
2021,1600,Cyberjaya,Condominium,3,,2,850,Partially Furnished,Selangor,13,2,no
,700,Cheras,Apartment,3,,2,700,Not Furnished,Selangor,1,,
2016,1500,Kembangan,Condominium,3,4,2,1212,Partially Furnished,Selangor,5,4,yes
2018,1800,639,Service Residence,1,1,1,650,Fully Furnished,Selangor,7,4,no
,1550,Alam,Apartment,3,,2,720,Not Furnished,Selangor,3,,
2020,2800,Alam,Service Residence,2,2,2,677,Fully Furnished,Selangor,14,,
2020,1300,Cyberjaya,Service Residence,1,,1,450,Fully Furnished,Selangor,6,3,no
,1850,Puchong,Service Residence,3,2,2,990,Partially Furnished,Selangor,12,,
2017,1500,Alam,Service Residence,3,2,2,880,Not Furnished,Selangor,,1,no
,460,Alam,Apartment,3,,2,800,Partially Furnished,Selangor,,,
2013,1500,Jaya,Condominium,3,1,2,986,Partially Furnished,Selangor,13,3,yes
2019,1650,Damai,Service Residence,4,2,2,1228,Partially Furnished,Selangor,9,4,yes
,650,Cheras,Apartment,3,,2,680,Not Furnished,Selangor,,,
2015,900,Cheras,Condominium,3,1,2,951,Not Furnished,Selangor,14,1,no
,600,Cheras,Apartment,3,1,2,750,Not Furnished,Selangor,4,2,yes
,900,Kembangan,Condominium,3,1,2,960,Partially Furnished,Selangor,10,2,yes
,1850,Puchong,Service Residence,3,2,2,990,Not Furnished,Selangor,,,
,1800,Jaya,Condominium,3,1,2,1212,Partially Furnished,Selangor,14,4,yes
,750,Rawang,Apartment,3,1,2,650,Fully Furnished,Selangor,5,3,no
,4000,Jaya,Condominium,3,2,3,2400,Fully Furnished,Selangor,11,5,yes
2021,3000,Impian,Condominium,3,2,3,957,Fully Furnished,Selangor,10,4,yes
2023,680,Dengkil,Condominium,3,2,2,901,Not Furnished,Selangor,9,2,no
,1200,Caves,Apartment,3,1,2,968,Not Furnished,Selangor,10,,
2022,1400,Sepang,Service Residence,3,2,2,807,Partially Furnished,Selangor,7,2,no
,1350,Cyberjaya,Service Residence,3,1,2,946,Partially Furnished,Selangor,8,2,no
2010,900,Kinrara,Apartment,3,1,2,712,Not Furnished,Selangor,6,1,no
2019,700,Cheras,Service Residence,1,,1,500,Fully Furnished,Selangor,9,4,yes
2017,1500,City,Service Residence,2,,1,612,Fully Furnished,Selangor,9,4,yes
,900,Kembangan,Apartment,4,1,2,950,Partially Furnished,Selangor,2,3,yes
2017,1200,Cyberjaya,Condominium,1,,2,700,Not Furnished,Selangor,12,2,no
2021,1200,Jaya,Apartment,3,1,2,850,Fully Furnished,Selangor,5,4,yes
2017,1200,Ampang,Condominium,1,,1,557,Partially Furnished,Selangor,9,3,no
2022,750,Dengkil,Service Residence,1,,1,239,Fully Furnished,Selangor,9,2,no
,1600,Jaya,Service Residence,1,,1,500,Fully Furnished,Selangor,8,,
2022,650,Dengkil,Service Residence,1,,1,239,Fully Furnished,Selangor,9,2,no
2022,1200,Kajang,Condominium,2,1,1,600,Partially Furnished,Selangor,13,3,yes
2020,2500,Alam,Service Residence,2,,2,858,Fully Furnished,Selangor,12,1,no
,2500,Damansara,Service Residence,3,2,2,1260,Fully Furnished,Selangor,6,4,yes
,999,Kajang,Service Residence,3,1,2,855,Partially Furnished,Selangor,5,2,yes
,900,Alam,Apartment,1,,1,475,Not Furnished,Selangor,,,
,800,Kajang,Condominium,3,2,2,1022,Partially Furnished,Selangor,14,5,yes
2016,900,Long,Condominium,3,2,2,1056,Partially Furnished,Selangor,14,5,yes
,950,Kajang,Condominium,3,2,2,1250,Partially Furnished,Selangor,14,5,yes
,1300,Alam,Apartment,3,,2,850,Not Furnished,Selangor,1,,
,700,Puchong,Apartment,3,,1,700,Not Furnished,Selangor,,,
2015,800,Perdana,Condominium,3,1,2,850,Partially Furnished,Selangor,8,2,yes
,1600,Alam,Apartment,3,,2,920,Fully Furnished,Selangor,,,
2014,1200,Alam,Service Residence,1,1,1,750,Partially Furnished,Selangor,6,1,no
2018,1350,Alam,Service Residence,1,1,1,614,Partially Furnished,Selangor,,2,no
2023,680,Dengkil,Condominium,3,2,2,901,Not Furnished,Selangor,9,2,no
2014,750,Semenyih,Apartment,3,2,2,800,Not Furnished,Selangor,8,1,no
,750,Puchong,Apartment,3,,2,700,Partially Furnished,Selangor,3,2,no
2014,1500,Alam,Apartment,2,1,1,650,Partially Furnished,Selangor,11,4,yes
,999,Kajang,Condominium,3,,3,1022,Partially Furnished,Selangor,8,2,no
,1000,Balakong,Condominium,3,2,2,850,Not Furnished,Selangor,11,3,yes
2018,2000,Klang,Service Residence,3,,2,1100,Fully Furnished,Selangor,14,5,yes
2019,1500,Alam,Apartment,3,2,2,889,Partially Furnished,Selangor,9,2,no
,900,Rawang,Apartment,3,1,2,850,Partially Furnished,Selangor,5,,
2015,1200,Jaya,Apartment,1,1,1,500,Fully Furnished,Selangor,7,4,yes
,700,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,14,5,yes
2010,1400,Alam,Apartment,3,2,2,850,Fully Furnished,Selangor,7,3,no
,1200,Cyberjaya,Apartment,3,2,2,850,Partially Furnished,Selangor,7,3,no
,950,Alam,Apartment,3,2,2,700,Partially Furnished,Selangor,7,2,no
,1200,Kajang,Apartment,3,1,2,900,Partially Furnished,Selangor,13,4,yes
2015,1600,Alam,Apartment,3,2,2,950,Partially Furnished,Selangor,7,2,no
,1400,Kajang,Condominium,3,,2,1366,Partially Furnished,Selangor,9,,
,900,Alam,Apartment,1,,1,430,Not Furnished,Selangor,,,
,950,Kinrara,Apartment,3,,2,750,Not Furnished,Selangor,,,
,900,Jaya,Apartment,3,,2,700,Not Furnished,Selangor,,,
,1300,City,Service Residence,1,1,1,500,Fully Furnished,Selangor,12,5,yes
,1000,Kajang,Apartment,3,2,2,881,Partially Furnished,Selangor,4,2,yes
2006,1300,Jaya,Apartment,3,,2,700,Fully Furnished,Selangor,6,4,yes
2017,1800,Ampang,Condominium,1,1,1,557,Fully Furnished,Selangor,11,3,no
,1200,Gombak,Apartment,3,1,2,1020,Partially Furnished,Selangor,5,2,no
2017,1100,Semenyih,Service Residence,3,2,2,900,Partially Furnished,Selangor,,1,no
,1000,Jaya,Apartment,3,1,2,900,Partially Furnished,Selangor,7,2,yes
,950,Kembangan,Studio,1,,1,530,Partially Furnished,Selangor,8,4,yes
2015,650,Perdana,Flat,3,,2,650,Partially Furnished,Selangor,3,1,no
,1300,Bangi,Apartment,3,1,2,850,Fully Furnished,Selangor,5,4,yes
2009,1800,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,Selangor,10,3,yes
,600,Rawang,Apartment,3,,2,720,Not Furnished,Selangor,,,
2016,1500,Cyberjaya,Studio,1,1,1,490,Fully Furnished,Selangor,7,2,no
2008,1350,Kembangan,Condominium,3,1,2,1236,Partially Furnished,Selangor,9,2,no
2013,1500,Cyberjaya,Service Residence,1,1,1,600,Fully Furnished,Selangor,7,3,no
,400,Kajang,Apartment,2,,1,484,Not Furnished,Selangor,,1,no
2022,3500,Jaya,Service Residence,3,3,2,1205,Partially Furnished,Selangor,10,3,no
,950,Puchong,Apartment,3,1,2,890,Partially Furnished,Selangor,5,,
,850,Ampang,Flat,3,1,1,600,Partially Furnished,Selangor,2,2,yes
,1500,Sepang,Apartment,3,,2,850,Partially Furnished,Selangor,9,,
2015,1450,Puchong,Condominium,4,1,3,1262,Fully Furnished,Selangor,9,,
,1300,Kajang,Apartment,3,2,2,1100,Partially Furnished,Selangor,4,,
2014,1000,Cyberjaya,Condominium,1,,1,544,Fully Furnished,Selangor,6,1,no
,799,Caves,Apartment,4,,1,800,Partially Furnished,Selangor,2,,
,850,Ampang,Apartment,3,1,2,800,Not Furnished,Selangor,3,,
2019,1700,Damai,Service Residence,3,2,2,750,Fully Furnished,Selangor,8,4,yes
,1000,Bangi,Apartment,3,2,2,955,Partially Furnished,Selangor,4,2,no
2015,1200,Jaya,Apartment,1,1,1,440,Partially Furnished,Selangor,5,2,no
2020,1800,Cyberjaya,Service Residence,3,2,2,975,Partially Furnished,Selangor,5,,
,800,Kembangan,Service Residence,1,,1,531,Partially Furnished,Selangor,6,,
2013,1299,Jaya,Condominium,3,2,2,1020,Partially Furnished,Selangor,9,2,yes
2004,1200,Jaya,Apartment,3,,2,850,Not Furnished,Selangor,9,,
2018,1000,Putra,Service Residence,3,,2,1048,Partially Furnished,Selangor,9,2,no
,900,Klang,Apartment,3,1,2,850,Partially Furnished,Selangor,4,,
,1500,Klang,Apartment,3,1,2,1150,Partially Furnished,Selangor,7,2,no
,1100,Cheras,Condominium,3,2,2,1022,Partially Furnished,Selangor,,,
,800,Kajang,Condominium,3,2,3,1022,Partially Furnished,Selangor,8,5,yes
,800,Kembangan,Service Residence,1,1,1,531,Partially Furnished,Selangor,6,,
,800,Puchong,Apartment,3,,2,800,Not Furnished,Selangor,2,,
2015,1000,Alam,Apartment,3,2,2,830,Partially Furnished,Selangor,10,,
2018,1199,Putra,Condominium,3,,2,1048,Partially Furnished,Selangor,14,,
2018,1499,Jenjarom,Condominium,4,,2,1297,Fully Furnished,Selangor,14,,
2020,1200,Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,Selangor,5,,
,1200,Gombak,Apartment,3,1,2,870,Partially Furnished,Selangor,8,,
,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,10,,
,900,Alam,Apartment,3,2,2,700,Partially Furnished,Selangor,4,,
2007,1350,Puchong,Apartment,3,1,2,1068,Fully Furnished,Selangor,8,5,yes
2013,1200,Cyberjaya,Condominium,1,,1,500,Fully Furnished,Selangor,8,4,no
,1400,Jaya,Service Residence,1,,1,421,Fully Furnished,Selangor,8,3,no
2014,1500,USJ,Service Residence,2,1,1,615,Fully Furnished,Selangor,10,4,yes
,1099,Cyberjaya,Apartment,3,2,2,1000,Partially Furnished,Selangor,3,2,no
2017,2400,Damansara,Service Residence,3,2,2,750,Fully Furnished,Selangor,14,3,no
2017,3000,Cyberjaya,Condominium,4,,3,1292,Partially Furnished,Selangor,7,3,yes
2007,1050,Kajang,Apartment,3,1,2,1044,Partially Furnished,Selangor,7,2,no
2013,1200,Kajang,Condominium,3,2,2,1101,Partially Furnished,Selangor,9,1,no
,1000,Kajang,Apartment,3,1,2,1028,Fully Furnished,Selangor,7,3,no
,1000,Kajang,Condominium,3,2,3,1082,Fully Furnished,Selangor,10,,
2019,700,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,11,5,yes
,600,Kajang,Apartment,2,,1,700,Not Furnished,Selangor,,,
2016,1900,Balakong,Service Residence,3,2,2,1044,Fully Furnished,Selangor,14,3,no
2022,1250,Sepang,Service Residence,2,,1,646,Partially Furnished,Selangor,11,3,yes
,1100,Alam,Apartment,1,1,1,325,Fully Furnished,Selangor,6,4,yes
2018,1800,Jenjarom,Service Residence,4,2,2,1257,Fully Furnished,Selangor,13,3,no
2018,1399,Jenjarom,Service Residence,3,,2,1048,Fully Furnished,Selangor,14,,
,1099,Langat,Condominium,3,,2,1004,Partially Furnished,Selangor,12,,
2021,1300,Cyberjaya,Apartment,3,2,2,1010,Partially Furnished,Selangor,14,3,no
2018,2000,Alam,Condominium,3,2,3,1116,Fully Furnished,Selangor,4,3,no
2018,1800,Kemuning,Condominium,1,2,1,731,Fully Furnished,Selangor,10,,
,1250,Sepang,Apartment,3,2,2,850,Partially Furnished,Selangor,9,,
2008,3500,Jaya,Condominium,4,2,3,2300,Partially Furnished,Selangor,12,3,yes
2018,3800,Klang,Service Residence,3,,3,1627,Fully Furnished,Selangor,13,5,yes
,1200,Kajang,Apartment,3,2,2,1000,Not Furnished,Selangor,7,1,no
,1100,Klang,Flat,3,,2,765,Not Furnished,Selangor,,,
,1100,Ampang,Apartment,3,1,2,892,Partially Furnished,Selangor,3,,
2001,1200,Cheras,Condominium,3,,2,850,Partially Furnished,Selangor,4,,
,700,Semenyih,Apartment,3,1,2,810,Partially Furnished,Selangor,13,,
,1500,Kembangan,Apartment,3,2,2,1100,Fully Furnished,Selangor,5,5,yes
2020,2500,Alam,Apartment,2,2,2,858,Partially Furnished,Selangor,12,,
,2500,Klang,Condominium,3,,2,815,Fully Furnished,Selangor,1,,
2006,1200,Perdana,Condominium,1,1,1,406,Fully Furnished,Selangor,9,4,yes
2013,1500,Cyberjaya,Condominium,1,1,1,588,Fully Furnished,Selangor,14,,
2008,3500,Jaya,Condominium,3,2,3,2500,Partially Furnished,Selangor,13,2,no
,2400,Damansara,Service Residence,3,2,2,1255,Fully Furnished,Selangor,,,
,1300,City,Service Residence,1,,1,464,Fully Furnished,Selangor,9,3,no
,1000,Sunway,Apartment,3,,2,850,Not Furnished,Selangor,2,,
,1800,City,Service Residence,2,,2,726,Fully Furnished,Selangor,9,3,no
1989,750,Cheras,Condominium,3,2,2,1200,Partially Furnished,Selangor,8,5,yes
2022,2500,Jaya,Service Residence,2,,2,832,Fully Furnished,Selangor,14,5,yes
,1600,Heights,Apartment,3,2,2,1000,Partially Furnished,Selangor,7,2,yes
2021,1500,Cyberjaya,Condominium,3,,2,1010,Not Furnished,Selangor,9,,
2008,2500,Jaya,Condominium,3,2,3,1228,Fully Furnished,Selangor,12,3,no
,2400,Alam,Service Residence,2,,1,516,Fully Furnished,Selangor,9,3,no
,1300,City,Service Residence,1,,1,464,Fully Furnished,Selangor,8,3,no
2022,1400,Sepang,Condominium,3,2,2,807,Partially Furnished,Selangor,7,,
,1100,Cheras,Apartment,3,1,2,820,Partially Furnished,Selangor,2,3,yes
2016,2400,Jaya,Service Residence,2,1,1,813,Fully Furnished,Selangor,9,3,no
,2500,Alam,Service Residence,2,,1,450,Fully Furnished,Selangor,9,,
,1000,Kajang,Condominium,3,2,2,1030,Not Furnished,Selangor,12,1,no
,600,Kajang,Apartment,3,,2,950,Not Furnished,Selangor,4,,
,2700,Perdana,Condominium,3,1,2,1052,Fully Furnished,Selangor,12,3,no
2014,1750,Damansara,Service Residence,1,,1,650,Fully Furnished,Selangor,5,4,yes
,950,Bangi,Apartment,3,1,2,950,Partially Furnished,Selangor,4,1,no
2015,1500,Kembangan,Apartment,1,1,1,470,Fully Furnished,Selangor,10,,
,2100,Perdana,Condominium,4,2,2,980,Fully Furnished,Selangor,8,4,yes
2018,1950,Putra,Service Residence,3,,2,1200,Fully Furnished,Selangor,13,4,yes
,1500,Cheras,Service Residence,1,1,1,551,Fully Furnished,Selangor,12,4,yes
,1099,Cyberjaya,Apartment,3,2,2,1000,Partially Furnished,Selangor,4,2,no
,700,Puchong,Apartment,3,,1,630,Partially Furnished,Selangor,2,1,no
2013,1500,Jaya,Condominium,3,2,2,986,Partially Furnished,Selangor,5,4,yes
,750,Cheras,Flat,3,,1,650,Not Furnished,Selangor,,,
2015,750,Kajang,Condominium,3,1,2,1008,Not Furnished,Selangor,4,,
2015,750,Kajang,Condominium,3,1,2,1008,Not Furnished,Selangor,4,,
2016,1100,Cyberjaya,Condominium,1,1,1,450,Fully Furnished,Selangor,12,4,yes
,1000,Long,Condominium,3,2,2,1030,Not Furnished,Selangor,1,,
2022,1200,Kajang,Condominium,2,1,1,590,Fully Furnished,Selangor,11,3,no
2016,900,Cyberjaya,Studio,1,1,1,490,Partially Furnished,Selangor,11,3,no
,1500,Cheras,Service Residence,1,1,1,551,Fully Furnished,Selangor,10,4,yes
2018,1499,Putra,Condominium,3,,2,1048,Fully Furnished,Selangor,14,,
,900,Kembangan,Apartment,3,,2,850,Partially Furnished,Selangor,4,2,no
2018,850,Putra,Condominium,1,,1,610,Partially Furnished,Selangor,14,,
,1100,Cheras,Condominium,3,2,2,1021,Not Furnished,Selangor,,,
,950,Cyberjaya,Apartment,1,1,1,490,Partially Furnished,Selangor,12,3,no
,1000,Cyberjaya,Studio,1,1,1,450,Fully Furnished,Selangor,12,3,no
2016,1099,Long,Condominium,4,1,2,1056,Partially Furnished,Selangor,7,,
2010,1300,Selayang,Condominium,3,,2,1200,Partially Furnished,Selangor,8,,
,1260,Jaya,Service Residence,1,,1,100,Fully Furnished,Selangor,14,5,yes
,1000,Alam,Apartment,2,1,2,430,Partially Furnished,Selangor,,2,yes
2005,2000,Damansara,Condominium,3,1,2,1023,Fully Furnished,Selangor,12,4,yes
2015,1100,Cyberjaya,Service Residence,2,1,2,450,Fully Furnished,Selangor,3,5,yes
,1500,Kajang,Condominium,3,2,2,1022,Partially Furnished,Selangor,7,2,no
,900,Bangi,Apartment,3,1,2,750,Not Furnished,Selangor,3,,
2021,1100,Alam,Service Residence,1,1,1,592,Fully Furnished,Selangor,10,5,yes
,1400,Cheras,Condominium,4,2,3,1400,Partially Furnished,Selangor,14,4,no
2001,1000,Kajang,Condominium,3,2,2,1012,Partially Furnished,Selangor,8,,
2005,1500,Damansara,Condominium,3,1,2,1023,Partially Furnished,Selangor,12,4,yes
,1500,Glenmarie,Apartment,1,1,1,477,Fully Furnished,Selangor,7,3,no
,850,Rawang,Apartment,3,,2,800,Partially Furnished,Selangor,,,
,550,Kajang,Flat,3,,2,650,Not Furnished,Selangor,1,,
2007,1350,Puchong,Apartment,3,1,2,1068,Fully Furnished,Selangor,8,5,yes
,1300,Jelutong,Service Residence,1,,1,600,Not Furnished,Selangor,,,
2018,1400,Klang,Service Residence,2,2,2,750,Partially Furnished,Selangor,10,2,no
2000,950,Puchong,Apartment,3,1,2,850,Partially Furnished,Selangor,6,,
2001,950,Kajang,Condominium,3,1,2,1020,Partially Furnished,Selangor,9,2,no
,850,Gombak,Apartment,3,1,2,850,Not Furnished,Selangor,5,1,no
2022,1250,Sepang,Service Residence,2,2,1,646,Partially Furnished,Selangor,8,2,no
2014,1050,Caves,Service Residence,3,1,2,1012,Not Furnished,Selangor,10,3,no
,1500,Jelutong,Service Residence,1,1,1,600,Fully Furnished,Selangor,8,3,no
,800,Klang,Apartment,3,1,2,870,Not Furnished,Selangor,4,,
,900,Kembangan,Apartment,3,1,2,850,Fully Furnished,Selangor,5,2,no
,800,Rawang,Apartment,3,1,2,850,Partially Furnished,Selangor,5,2,no
,850,Balakong,Apartment,3,,2,752,Partially Furnished,Selangor,5,2,no
2002,1150,Cyberjaya,Condominium,3,1,2,1060,Fully Furnished,Selangor,10,,
,650,Caves,Apartment,3,,1,648,Not Furnished,Selangor,,,
2022,999,Kajang,Condominium,2,1,1,590,Partially Furnished,Selangor,7,4,no
2005,1600,Damansara,Condominium,3,,2,936,Fully Furnished,Selangor,,3,yes
2017,1350,Kajang,Apartment,3,2,2,872,Partially Furnished,Selangor,7,3,yes
2004,1000,Puchong,Apartment,3,1,2,845,Not Furnished,Selangor,8,3,yes
2018,2499,Klang,Service Residence,4,2,2,1128,Fully Furnished,Selangor,,,
,1200,Alam,Flat,3,2,2,670,Fully Furnished,Selangor,4,3,no
2014,950,Cyberjaya,Condominium,2,,1,550,Fully Furnished,Selangor,14,5,yes
,1350,Semenyih,Service Residence,3,2,2,919,Partially Furnished,Selangor,11,2,no
,1150,Kembangan,Service Residence,2,2,2,704,Partially Furnished,Selangor,10,3,yes
2014,1100,Cyberjaya,Condominium,1,,1,550,Fully Furnished,Selangor,14,5,yes
,1000,Alam,Apartment,3,2,1,820,Not Furnished,Selangor,10,1,no
,2000,Kemuning,Condominium,2,,1,721,Fully Furnished,Selangor,10,5,yes
,860,Jaya,Apartment,3,,2,800,Partially Furnished,Selangor,1,1,no
,900,Kembangan,Apartment,3,1,2,850,Not Furnished,Selangor,4,1,no
2019,1500,Damai,Service Residence,4,2,2,909,Partially Furnished,Selangor,8,3,yes
2018,1800,Kemuning,Condominium,2,2,2,979,Fully Furnished,Selangor,10,5,yes
,1400,Cheras,Condominium,4,2,2,1400,Partially Furnished,Selangor,14,5,yes
,2800,Sunway,Service Residence,2,,2,800,Fully Furnished,Selangor,7,5,yes
,800,Semenyih,Apartment,3,2,2,860,Not Furnished,Selangor,,,
2020,1299,Cyberjaya,Service Residence,1,1,1,500,Fully Furnished,Selangor,14,4,yes
2002,1150,Cyberjaya,Condominium,3,1,2,1060,Partially Furnished,Selangor,10,,
,1250,Cheras,Condominium,4,2,3,1500,Partially Furnished,Selangor,14,3,no
2014,2000,Cheras,Service Residence,3,2,2,875,Partially Furnished,Selangor,9,1,yes
,1000,Kembangan,Condominium,3,2,2,850,Not Furnished,Selangor,11,3,yes
2014,1550,Cheras,Service Residence,2,1,2,704,Partially Furnished,Selangor,9,1,yes
,1000,Puchong,Apartment,3,1,2,850,Partially Furnished,Selangor,2,,
,2400,Cheras,Condominium,4,1,2,1500,Partially Furnished,Selangor,14,1,no
,1300,Bangi,Apartment,3,2,2,893,Not Furnished,Selangor,12,3,yes
,1800,Cyberjaya,Condominium,2,2,2,770,Fully Furnished,Selangor,11,4,yes
2016,2300,Cyberjaya,Condominium,2,2,2,750,Fully Furnished,Selangor,,4,no
,1900,Bangi,Service Residence,3,,2,1090,Partially Furnished,Selangor,4,2,no
2021,1799,Cyberjaya,Condominium,3,2,2,1077,Fully Furnished,Selangor,11,3,no
2021,1800,Cyberjaya,Condominium,3,2,2,1077,Fully Furnished,Selangor,11,3,no
2021,2000,360,Condominium,3,2,2,810,Partially Furnished,Selangor,6,2,yes
2015,1100,Cyberjaya,Condominium,1,1,1,450,Fully Furnished,Selangor,7,3,no
2018,1999,Cyberjaya,Apartment,2,2,2,1000,Fully Furnished,Selangor,,3,no
,2300,Kajang,Condominium,4,2,2,1488,Partially Furnished,Selangor,7,4,yes
2014,1700,Cyberjaya,Condominium,2,2,2,1000,Fully Furnished,Selangor,12,3,no
2012,1799,Cyberjaya,Condominium,3,2,2,1200,Partially Furnished,Selangor,,3,no
2016,1200,Cyberjaya,Condominium,1,1,1,500,Fully Furnished,Selangor,,3,no
2015,1100,Cyberjaya,Service Residence,1,1,1,500,Fully Furnished,Selangor,10,4,yes
2001,700,Kajang,Condominium,3,1,2,857,Not Furnished,Selangor,7,,
,900,Puchong,Condominium,3,1,2,750,Partially Furnished,Selangor,1,,
2014,1500,USJ,Service Residence,3,,2,973,Partially Furnished,Selangor,5,3,yes
2018,1700,Cyberjaya,Service Residence,2,2,2,750,Fully Furnished,Selangor,,3,no
2016,1200,Cyberjaya,Condominium,1,1,1,500,Fully Furnished,Selangor,,3,no
2014,1900,Cyberjaya,Condominium,2,2,2,1000,Fully Furnished,Selangor,,3,no
2018,1999,Cyberjaya,Service Residence,3,2,2,1000,Fully Furnished,Selangor,,3,no
2016,1300,Cyberjaya,Condominium,1,1,1,500,Partially Furnished,Selangor,,4,no
,900,Alam,Apartment,3,2,2,750,Not Furnished,Selangor,8,,
2004,1200,Puchong,Apartment,3,,2,850,Partially Furnished,Selangor,7,,
,800,Dengkil,Apartment,3,1,2,950,Partially Furnished,Selangor,6,,
2014,1350,Gombak,Service Residence,1,1,1,511,Partially Furnished,Selangor,14,3,yes
2013,1400,Alam,Condominium,2,,1,527,Fully Furnished,Selangor,9,,
2004,1950,Sunway,Condominium,4,2,2,1250,Fully Furnished,Selangor,10,1,no
2018,1600,Kembangan,Condominium,3,2,2,968,Fully Furnished,Selangor,10,2,no
,1400,Kajang,Condominium,3,2,2,1250,Partially Furnished,Selangor,10,2,no
,900,Jaya,Apartment,3,1,2,700,Not Furnished,Selangor,7,2,yes
,850,Alam,Flat,3,,2,550,Not Furnished,Selangor,,,
2015,1400,Alam,Service Residence,3,,2,912,Fully Furnished,Selangor,,,
2015,1900,Alam,Service Residence,3,,2,912,Fully Furnished,Selangor,,,
,1200,Kajang,Condominium,3,,2,1195,Partially Furnished,Selangor,8,1,no
2006,1500,Puchong,Condominium,3,1,2,1020,Fully Furnished,Selangor,14,,
2015,1100,Jaya,Studio,1,,1,384,Fully Furnished,Selangor,,4,yes
2016,2100,Jaya,Apartment,1,1,1,660,Fully Furnished,Selangor,5,2,no
,1200,Jenjarom,Apartment,4,,2,1400,Partially Furnished,Selangor,1,1,no
,700,Puchong,Apartment,3,,2,680,Not Furnished,Selangor,4,1,no
1991,1100,Selayang,Condominium,3,1,2,1181,Not Furnished,Selangor,9,,
